DateTime,CPU_Idle(%),Memory_Used(KB),Memory_Free(KB)
2024-09-10 23:47:13,91,7181452,38932
2024-09-10 23:47:15,88,7181452,38940
2024-09-10 23:47:17,89,7181452,38940
2024-09-10 23:47:19,88,7181704,38948
2024-09-10 23:47:21,89,7181704,38948
2024-09-10 23:47:23,88,7181704,38948
2024-09-10 23:47:25,89,7181704,38956
2024-09-10 23:47:27,90,7181956,38956
2024-09-10 23:47:29,90,7181704,38964
2024-09-10 23:47:31,88,7181704,38964
2024-09-10 23:47:33,89,7181200,38964
2024-09-10 23:47:35,90,7181200,38972
2024-09-10 23:47:37,90,7180976,38972
2024-09-10 23:47:39,90,7180976,38980
2024-09-10 23:47:41,89,7180472,38980
2024-09-10 23:47:43,89,7179464,38980
2024-09-10 23:47:45,89,7178960,38988
2024-09-10 23:47:47,89,7178960,38988
2024-09-10 23:47:49,89,7178960,38996
2024-09-10 23:47:51,89,7178960,38996
2024-09-10 23:47:53,90,7179212,38996
2024-09-10 23:47:55,89,7178708,39004
2024-09-10 23:47:57,89,7178204,39004
2024-09-10 23:47:59,88,7177448,39012
2024-09-10 23:48:01,87,7176944,39012
2024-09-10 23:48:03,90,7177196,39012
2024-09-10 23:48:06,90,7176944,39020
2024-09-10 23:48:08,90,7176692,39020
2024-09-10 23:48:10,89,7176944,39020
2024-09-10 23:48:12,88,7176692,39028
2024-09-10 23:48:14,90,7176692,39028
2024-09-10 23:48:16,91,7177224,39036
2024-09-10 23:48:18,86,7177224,39036
2024-09-10 23:48:20,88,7177728,39044
2024-09-10 23:48:22,92,7177728,39044
2024-09-10 23:48:24,87,7177728,39044
2024-09-10 23:48:26,90,7177728,39052
2024-09-10 23:48:28,89,7177980,39052
2024-09-10 23:48:30,88,7177728,39060
2024-09-10 23:48:32,89,7177728,39060
2024-09-10 23:48:34,87,7177728,39060
2024-09-10 23:48:36,89,7177476,39068
2024-09-10 23:48:38,87,7178232,39068
2024-09-10 23:48:40,89,7177980,39076
2024-09-10 23:48:42,88,7177980,39076
2024-09-10 23:48:44,90,7178008,39076
2024-09-10 23:48:46,90,7178764,39084
2024-09-10 23:48:48,90,7179772,39084
2024-09-10 23:48:50,89,7180172,39084
2024-09-10 23:48:52,89,7180276,39092
2024-09-10 23:48:54,89,7180276,39092
2024-09-10 23:48:56,90,7180528,39100
2024-09-10 23:48:58,90,7180528,39100
2024-09-10 23:49:00,89,7180528,39100
2024-09-10 23:49:02,88,7180024,39108
2024-09-10 23:49:04,89,7180024,39108
2024-09-10 23:49:06,90,7179520,39116
2024-09-10 23:49:08,89,7179268,39116
2024-09-10 23:49:10,87,7179016,39116
2024-09-10 23:49:13,88,7178764,39124
2024-09-10 23:49:15,89,7178764,39124
2024-09-10 23:49:17,89,7178764,39132
2024-09-10 23:49:19,88,7178764,39132
2024-09-10 23:49:21,89,7178764,39132
2024-09-10 23:49:23,89,7178512,39140
2024-09-10 23:49:25,90,7178260,39140
2024-09-10 23:49:27,91,7178260,39148
2024-09-10 23:49:29,89,7178260,39148
2024-09-10 23:49:31,89,7178260,39156
2024-09-10 23:49:33,89,7178260,39156
2024-09-10 23:49:35,89,7178260,39156
2024-09-10 23:49:37,90,7178260,39164
2024-09-10 23:49:39,89,7178260,39164
2024-09-10 23:49:41,89,7178260,39164
2024-09-10 23:49:43,89,7178260,39172
2024-09-10 23:49:45,90,7178036,39172
2024-09-10 23:49:47,89,7178036,39180
2024-09-10 23:49:49,86,7177784,39180
2024-09-10 23:49:51,90,7177784,39180
2024-09-10 23:49:53,89,7177784,39188
2024-09-10 23:49:55,88,7177784,39188
2024-09-10 23:49:57,89,7177784,39188
2024-09-10 23:49:59,90,7177784,39196
2024-09-10 23:50:01,89,7177784,39204
2024-09-10 23:50:03,85,7177784,39204
2024-09-10 23:50:05,90,7177784,39204
2024-09-10 23:50:07,90,7177784,39212
2024-09-10 23:50:09,87,7177784,39212
2024-09-10 23:50:11,90,7177784,39220
2024-09-10 23:50:13,89,7178036,39220
2024-09-10 23:50:15,89,7178036,39220
2024-09-10 23:50:18,89,7178540,39228
2024-09-10 23:50:20,89,7178792,39228
2024-09-10 23:50:22,89,7179296,39236
2024-09-10 23:50:24,90,7179296,39236
2024-09-10 23:50:26,89,7179800,39244
2024-09-10 23:50:28,88,7180052,39244
2024-09-10 23:50:30,89,7180304,39244
2024-09-10 23:50:32,85,7180304,39252
2024-09-10 23:50:34,86,7179800,39252
2024-09-10 23:50:36,86,7178940,39260
2024-09-10 23:50:38,89,7179044,39260
2024-09-10 23:50:40,89,7179044,39260
2024-09-10 23:50:42,89,7179296,39268
2024-09-10 23:50:44,89,7179072,39268
2024-09-10 23:50:46,89,7179072,39268
2024-09-10 23:50:48,89,7179072,39276
2024-09-10 23:50:50,88,7179072,39276
2024-09-10 23:50:52,88,7179072,39284
2024-09-10 23:50:54,89,7179072,39284
2024-09-10 23:50:56,88,7179072,39284
2024-09-10 23:50:58,88,7179072,39292
2024-09-10 23:51:00,89,7179072,39292
2024-09-10 23:51:02,88,7179072,39292
2024-09-10 23:51:04,87,7179072,39300
2024-09-10 23:51:06,89,7179072,39300
2024-09-10 23:51:08,88,7179072,39308
2024-09-10 23:51:10,88,7179072,39308
2024-09-10 23:51:12,90,7179072,39308
2024-09-10 23:51:14,89,7179072,39316
2024-09-10 23:51:16,89,7179072,39316
2024-09-10 23:51:18,90,7179072,39324
2024-09-10 23:51:20,89,7179072,39324
2024-09-10 23:51:22,89,7179072,39332
2024-09-10 23:51:25,89,7179072,39332
2024-09-10 23:51:27,89,7179828,39332
2024-09-10 23:51:29,89,7179828,39340
2024-09-10 23:51:31,89,7179828,39340
2024-09-10 23:51:33,90,7179828,39348
2024-09-10 23:51:35,91,7179828,39348
2024-09-10 23:51:37,87,7179828,39348
2024-09-10 23:51:39,89,7179604,39356
2024-09-10 23:51:41,89,7179604,39356
2024-09-10 23:51:43,86,7179604,39364
2024-09-10 23:51:45,89,7179856,39364
2024-09-10 23:51:47,88,7179856,39364
2024-09-10 23:51:49,89,7179856,39372
2024-09-10 23:51:51,89,7180108,39372
2024-09-10 23:51:53,89,7180108,39372
2024-09-10 23:51:55,87,7180612,39380
2024-09-10 23:51:57,86,7180612,39380
2024-09-10 23:51:59,88,7180612,39388
2024-09-10 23:52:01,88,7180612,39388
2024-09-10 23:52:03,90,7180612,39388
2024-09-10 23:52:05,89,7180612,39396
2024-09-10 23:52:07,89,7180612,39396
2024-09-10 23:52:09,89,7180612,39404
2024-09-10 23:52:11,86,7180612,39404
2024-09-10 23:52:13,88,7180360,39404
2024-09-10 23:52:15,88,7180360,39412
2024-09-10 23:52:17,89,7180612,39412
2024-09-10 23:52:19,89,7180612,39420
2024-09-10 23:52:21,89,7180612,39420
2024-09-10 23:52:23,89,7180612,39420
2024-09-10 23:52:25,84,7180612,39428
2024-09-10 23:52:27,86,7180612,39428
2024-09-10 23:52:29,89,7181116,39428
2024-09-10 23:52:32,87,7180864,39436
2024-09-10 23:52:34,85,7180612,39436
2024-09-10 23:52:36,88,7180612,39444
2024-09-10 23:52:38,90,7180612,39444
2024-09-10 23:52:40,87,7180612,39444
2024-09-10 23:52:42,89,7180612,39452
2024-09-10 23:52:44,91,7180612,39452
2024-09-10 23:52:46,88,7180612,39460
2024-09-10 23:52:48,89,7180612,39460
2024-09-10 23:52:50,88,7180612,39460
2024-09-10 23:52:52,89,7180612,39468
2024-09-10 23:52:54,88,7180864,39468
2024-09-10 23:52:56,89,7180864,39468
2024-09-10 23:52:58,89,7181012,39476
2024-09-10 23:53:00,89,7181116,39476
2024-09-10 23:53:02,88,7181116,39484
2024-09-10 23:53:04,88,7181116,39484
2024-09-10 23:53:06,88,7181116,39484
2024-09-10 23:53:08,89,7180864,39492
2024-09-10 23:53:10,89,7180864,39492
2024-09-10 23:53:12,90,7180864,39500
2024-09-10 23:53:14,88,7180864,39500
2024-09-10 23:53:16,88,7181620,39500
2024-09-10 23:53:18,89,7181872,39508
2024-09-10 23:53:20,89,7182124,39508
2024-09-10 23:53:22,89,7182124,39508
2024-09-10 23:53:24,88,7182124,39516
2024-09-10 23:53:26,90,7182124,39516
2024-09-10 23:53:28,89,7181872,39524
2024-09-10 23:53:30,90,7181872,39524
2024-09-10 23:53:32,90,7181872,39524
2024-09-10 23:53:34,89,7181872,39532
2024-09-10 23:53:37,82,7181872,39532
2024-09-10 23:53:39,89,7181872,39540
2024-09-10 23:53:41,90,7181872,39540
2024-09-10 23:53:43,91,7181872,39540
2024-09-10 23:53:45,91,7181872,39548
2024-09-10 23:53:47,85,7182124,39548
2024-09-10 23:53:49,87,7182124,39556
2024-09-10 23:53:51,88,7182376,39556
2024-09-10 23:53:53,92,7183132,39556
2024-09-10 23:53:55,88,7183132,39564
2024-09-10 23:53:57,89,7183384,39564
2024-09-10 23:53:59,89,7183144,39564
2024-09-10 23:54:01,89,7183144,39572
2024-09-10 23:54:03,85,7183144,39572
2024-09-10 23:54:05,89,7183144,39580
2024-09-10 23:54:07,89,7183144,39580
2024-09-10 23:54:09,89,7182892,39580
2024-09-10 23:54:11,89,7182892,39588
2024-09-10 23:54:13,90,7182892,39588
2024-09-10 23:54:15,89,7182892,39596
2024-09-10 23:54:17,90,7182892,39596
2024-09-10 23:54:19,89,7182892,39596
2024-09-10 23:54:21,88,7183144,39604
2024-09-10 23:54:23,89,7183648,39604
2024-09-10 23:54:25,88,7183648,39612
2024-09-10 23:54:27,89,7183396,39612
2024-09-10 23:54:29,89,7183648,39612
2024-09-10 23:54:31,90,7183648,39620
2024-09-10 23:54:33,88,7183144,39620
2024-09-10 23:54:35,90,7182892,39628
2024-09-10 23:54:37,86,7182640,39628
2024-09-10 23:54:39,91,7182388,39628
2024-09-10 23:54:42,85,7182388,39636
2024-09-10 23:54:44,90,7182136,39636
2024-09-10 23:54:46,88,7181884,39636
2024-09-10 23:54:48,90,7181632,39644
2024-09-10 23:54:50,89,7181884,39644
2024-09-10 23:54:52,89,7182388,39644
2024-09-10 23:54:54,91,7182640,39652
2024-09-10 23:54:56,90,7183292,39652
2024-09-10 23:54:58,90,7183648,39660
2024-09-10 23:55:00,90,7183900,39660
2024-09-10 23:55:02,90,7185160,39668
2024-09-10 23:55:04,88,7184908,39668
2024-09-10 23:55:06,89,7184656,39676
2024-09-10 23:55:08,89,7184908,39676
2024-09-10 23:55:10,89,7184404,39676
2024-09-10 23:55:12,86,7183900,39684
2024-09-10 23:55:14,90,7183648,39684
2024-09-10 23:55:16,89,7183648,39692
2024-09-10 23:55:18,89,7183144,39692
2024-09-10 23:55:20,90,7183396,39692
2024-09-10 23:55:22,89,7183144,39700
2024-09-10 23:55:24,86,7182536,39700
2024-09-10 23:55:26,89,7182892,39700
2024-09-10 23:55:28,90,7183144,39708
2024-09-10 23:55:30,90,7182892,39708
2024-09-10 23:55:32,89,7182892,39716
2024-09-10 23:55:34,90,7182640,39716
2024-09-10 23:55:36,89,7182388,39716
2024-09-10 23:55:38,90,7182640,39724
2024-09-10 23:55:40,87,7182640,39724
2024-09-10 23:55:42,87,7182640,39724
2024-09-10 23:55:44,90,7182388,39732
2024-09-10 23:55:47,87,7182640,39732
2024-09-10 23:55:49,89,7182892,39740
2024-09-10 23:55:51,88,7183144,39740
2024-09-10 23:55:53,89,7183144,39748
2024-09-10 23:55:55,89,7182640,39748
2024-09-10 23:55:57,85,7182640,39748
2024-09-10 23:55:59,88,7182640,39756
2024-09-10 23:56:01,88,7182640,39756
2024-09-10 23:56:03,88,7182388,39764
2024-09-10 23:56:05,90,7182136,39764
2024-09-10 23:56:07,85,7182136,39764
2024-09-10 23:56:09,87,7181884,39772
2024-09-10 23:56:11,84,7181884,39772
2024-09-10 23:56:13,89,7181884,39772
2024-09-10 23:56:15,89,7181884,39780
2024-09-10 23:56:17,89,7181884,39780
2024-09-10 23:56:19,86,7181884,39788
2024-09-10 23:56:21,89,7181884,39788
2024-09-10 23:56:23,89,7181884,39788
2024-09-10 23:56:25,89,7181884,39796
2024-09-10 23:56:27,89,7181884,39796
2024-09-10 23:56:29,89,7181884,39804
2024-09-10 23:56:31,89,7181632,39804
2024-09-10 23:56:33,88,7181380,39804
2024-09-10 23:56:35,89,7181128,39812
2024-09-10 23:56:37,88,7181128,39812
2024-09-10 23:56:39,89,7181128,39820
2024-09-10 23:56:41,89,7181128,39820
2024-09-10 23:56:43,88,7180876,39820
2024-09-10 23:56:45,87,7180372,39828
2024-09-10 23:56:47,87,7180372,39828
2024-09-10 23:56:49,89,7180120,39828
2024-09-10 23:56:52,88,7180120,39836
2024-09-10 23:56:54,89,7180120,39836
2024-09-10 23:56:56,87,7180120,39844
2024-09-10 23:56:58,89,7180120,39844
2024-09-10 23:57:00,91,7180120,39844
2024-09-10 23:57:02,91,7180120,39852
2024-09-10 23:57:04,90,7180120,39852
2024-09-10 23:57:06,89,7180120,39860
2024-09-10 23:57:08,87,7180120,39860
2024-09-10 23:57:10,88,7180120,39860
2024-09-10 23:57:12,89,7180120,39868
2024-09-10 23:57:14,88,7180120,39868
2024-09-10 23:57:16,89,7180120,39876
2024-09-10 23:57:18,87,7179868,39876
2024-09-10 23:57:20,88,7179616,39876
2024-09-10 23:57:22,89,7179616,39884
2024-09-10 23:57:24,89,7179112,39884
2024-09-10 23:57:26,89,7179112,39884
2024-09-10 23:57:28,85,7178860,39892
2024-09-10 23:57:30,89,7178608,39892
2024-09-10 23:57:32,88,7178356,39900
2024-09-10 23:57:34,88,7178356,39900
2024-09-10 23:57:36,89,7178356,39900
2024-09-10 23:57:38,89,7178356,39908
2024-09-10 23:57:40,87,7178356,39908
2024-09-10 23:57:42,89,7178356,39916
2024-09-10 23:57:44,89,7178356,39916
2024-09-10 23:57:46,88,7178356,39916
2024-09-10 23:57:48,89,7178356,39924
2024-09-10 23:57:50,87,7178104,39924
2024-09-10 23:57:52,90,7178104,39924
2024-09-10 23:57:55,88,7178104,39932
2024-09-10 23:57:57,89,7177852,39932
2024-09-10 23:57:59,90,7177600,39940
2024-09-10 23:58:01,93,7177600,39940
2024-09-10 23:58:03,88,7177600,39940
2024-09-10 23:58:05,91,7177348,39948
2024-09-10 23:58:07,90,7177348,39948
2024-09-10 23:58:09,87,7177348,39956
2024-09-10 23:58:11,87,7177096,39956
2024-09-10 23:58:13,89,7177096,39956
2024-09-10 23:58:15,87,7177096,39964
2024-09-10 23:58:17,88,7177096,39964
2024-09-10 23:58:19,89,7177096,39964
2024-09-10 23:58:21,89,7177096,39972
2024-09-10 23:58:23,89,7176844,39972
2024-09-10 23:58:25,89,7176844,39980
2024-09-10 23:58:27,89,7176592,39980
2024-09-10 23:58:29,89,7176592,39980
2024-09-10 23:58:31,89,7176592,39988
2024-09-10 23:58:33,89,7176592,39988
2024-09-10 23:58:35,87,7176844,39996
2024-09-10 23:58:37,89,7177096,39996
2024-09-10 23:58:39,86,7177096,39996
2024-09-10 23:58:41,86,7177348,40004
2024-09-10 23:58:43,89,7177096,40004
2024-09-10 23:58:45,89,7177096,40012
2024-09-10 23:58:47,85,7176844,40012
2024-09-10 23:58:49,89,7176592,40012
2024-09-10 23:58:51,89,7176340,40020
2024-09-10 23:58:53,88,7176340,40020
2024-09-10 23:58:55,89,7176340,40020
2024-09-10 23:58:57,90,7176088,40028
2024-09-10 23:58:59,91,7176088,40028
2024-09-10 23:59:02,90,7175836,40036
2024-09-10 23:59:04,91,7175836,40036
2024-09-10 23:59:06,89,7175836,40036
2024-09-10 23:59:08,89,7175836,40044
2024-09-10 23:59:10,90,7175836,40044
2024-09-10 23:59:12,87,7176088,40052
2024-09-10 23:59:14,91,7177096,40052
2024-09-10 23:59:16,89,7176992,40052
2024-09-10 23:59:18,88,7177244,40060
2024-09-10 23:59:20,89,7177600,40060
2024-09-10 23:59:22,92,7177600,40068
2024-09-10 23:59:24,89,7177852,40068
2024-09-10 23:59:26,90,7178356,40068
2024-09-10 23:59:28,89,7178356,40076
2024-09-10 23:59:30,88,7178356,40076
2024-09-10 23:59:32,89,7178608,40084
2024-09-10 23:59:34,89,7178608,40084
2024-09-10 23:59:36,90,7178608,40084
2024-09-10 23:59:38,86,7178356,40092
2024-09-10 23:59:40,89,7178104,40092
2024-09-10 23:59:42,89,7177600,40092
2024-09-10 23:59:44,89,7177348,40100
